순번,시도본부,소방서,119안전센터명,주소,전화번호,팩스번호
240,인천광역시,부평소방서,갈산119안전센터,인천광역시 부평구 부평대로 324,032-723-5353,032-519-1190
241,인천광역시,부평소방서,부평119안전센터,인천광역시 부평구 부평대로 8,032-723-5354,032-513-1190
242,인천광역시,부평소방서,십정119안전센터,인천광역시 부평구 경원대로 1111,032-723-5355,032-422-0819
243,인천광역시,부평소방서,산곡119안전센터,인천광역시 부평구 마장로 198,032-723-5356,032-506-1190
244,인천광역시,부평소방서,부개119안전센터,인천광역시 부평구 부개로 6,032-723-5357,032-362-1991
245,인천광역시,부평소방서,삼산119안전센터,인천광역시 부평구 충선로 252,032-723-5358,032-508-9119
246,인천광역시,서부소방서,연희119안전센터,인천광역시 서구 서곶로 292,032-723-5421,032-562-0138
247,인천광역시,서부소방서,가좌119안전센터,인천광역시 서구 백범로678번길 17,032-723-5422,032-577-2119
248,인천광역시,서부소방서,신현119안전센터,인천광역시 서구 가정로 333-1,032-723-5423,032-572-7119
249,인천광역시,서부소방서,석남119안전센터,인천광역시 서구 석남로 102,032-723-5424,032-581-7609
250,인천광역시,서부소방서,검암119안전센터,인천광역시 서구 승학로 474,032-723-5426,032-562-1199
251,인천광역시,서부소방서,청라119안전센터,인천광역시 서구 청라한내로 77,032-723-5446,032-569-5027
252,인천광역시,서부소방서,원창119안전센터,인천광역시 서구 북항로32번길 47-5,032-723-5445,032-581-2119
253,인천광역시,공단소방서,고잔119안전센터,인천광역시 남동구 남동서로 208,032-723-5521,032-818-7119
254,인천광역시,공단소방서,옥련119안전센터,인천광역시 연수구 청량로 155번길 7,032-832-0119,032-834-6119
255,인천광역시,공단소방서,도림119안전센터,인천광역시 남동구 비류대로 667,032-814-2119,032-814-1196
256,인천광역시,공단소방서,동춘119안전센터,인천광역시 연수구 앵고개로 241,032-813-2119,032-813-1193
257,인천광역시,공단소방서,논현119안전센터,인천광역시 남동구 소래역로 109,032-439-2119,032-439-5119
258,인천광역시,공단소방서,소래119안전센터,인천광역시 남동구 에코중앙로 86,032-432-0440,032-432-0550
259,인천광역시,계양소방서,작전119안전센터,인천광역시 계양구 장제로 774,032-650-5621,032-555-8118
260,인천광역시,계양소방서,계산119안전센터,인천광역시 계양구 주부토로 557,032-542-0119,032-547-0119
261,인천광역시,계양소방서,장기119안전센터,인천광역시 계양구 장기서로 14,032-515-6119,032-547-6112
262,인천광역시,계양소방서,효성119안전센터,인천광역시 계양구 효서로 96-1,032-541-0119,032-554-2119
263,인천광역시,미추홀소방서,신기119안전센터,인천광역시 인하로190,032-870-3296,032-870-3288
264,인천광역시,미추홀소방서,주안119안전센터,인천광역시 한나루로 607,032-870-3452,032-874-7261
265,인천광역시,미추홀소방서,도화119안전센터,인천광역시 장고개로 85,032-870-3453,032-872-2119
266,인천광역시,미추홀소방서,용현119안전센터,인천광역시 독배로 376,032-870-3454,032-889-2119
267,인천광역시,미추홀소방서,관교119안전센터,인천광역시 인하로 450,032-870-3455,032-435-1196
268,인천광역시,미추홀소방서,숭의119안전센터,인천광역시 석정로 49번길 30,032-870-3456,032-891-3119
269,인천광역시,강화소방서,불은119안전센터,인천광역시 강화군 불은면 중앙로 505,032-930-5811,032-930-5812
270,인천광역시,강화소방서,강화119안전센터,인천광역시 강화군 강화읍 남문로23번길 11,032-930-5894,032-932-0580
271,인천광역시,강화소방서,길상119안전센터,인천광역시 강화군 길상면 마니산로 93,032-930-5822,032-930-5899
272,인천광역시,강화소방서,내가119안전센터,인천광역시 강화군 내가면 강화서로 235-1,032-930-5823,032-933-9919
273,인천광역시,영종소방서,공항119안전센터,인천광역시 중구 제2터미널대로 268(운서동),032-727-6180,032-727-6190
274,인천광역시,영종소방서,운서119안전센터,인천광역시 중구 흰바위로27번길 16(운서동),032-727-6182,032-751-0119
275,인천광역시,영종소방서,운남119안전센터,인천광역시 중구 운남로 116(운남동),032-727-6181,032-746-0119
276,인천광역시,영종소방서,용유119안전센터,인천광역시 중구 용유서로128번길 1(을왕동),032-727-6183,032-747-0119
277,인천광역시,송도소방서,미래119안전센터,인천광역시 연수구 첨단대로 60번길 15(송도동),032-810-6660,032-810-6664
278,인천광역시,송도소방서,신송119안전센터,인천광역시 연수구 해돋이로 92(송도동),032-810-6683,032-831-8119
279,인천광역시,송도소방서,국제119안전센터,인천광역시 연수구 센트럴로 412(송도동),032-831-6119,032-832-6119
280,인천광역시,송도소방서,영흥119안전센터,인천광역시 옹진군 영흥면 영흥로 283-32,032-810-6692,032-886-3119
281,인천광역시,검단소방서,마전119안전센터,인천광역시 서구 원당대로 736 인천검단소방서 3층,032-590-2715,032-590-2716
282,인천광역시,검단소방서,검단119안전센터,인천광역시 서구 완정로 191,032-590-2725,032-564-0119
283,인천광역시,검단소방서,원당119안전센터,인천광역시 서구 원당대로 881,032-590-2735,032-568-1196
284,인천광역시,검단소방서,오류119안전센터,인천광역시 서구 대촌로 6,032-590-2755,032-565-4119
285,광주광역시,동부소방서,대인119안전센터,광주광역시 동구 제봉로 210(대인동),062-606-4200,062-606-4229
286,광주광역시,동부소방서,용산119안전센터,광주광역시 동구 남문로 535(용산동),062-606-4240,062-606-4254
287,광주광역시,동부소방서,지산119안전센터,광주광역시 동구 밤실로30번길 16(지산동),062-606-4255,062-606-4439
288,광주광역시,서부소방서,화정119안전센터,광주광역시 서구 화운로 197(화정동),062-606-4270,062-606-4299
289,광주광역시,서부소방서,염주119안전센터,광주광역시 서구 염화로 77(화정동),062-606-4310,062-606-4324
290,광주광역시,서부소방서,금호119안전센터,광주광역시 서구 운천로 112(쌍촌동),062-606-4325,062-606-4339
291,광주광역시,서부소방서,상무119안전센터,광주광역시 서구 치평로 65(치평동),062-606-4340,062-606-4354
292,광주광역시,서부소방서,풍암119안전센터,광주광역시 서구 회재로 907(금호동),062-606-4355,062-606-4369
293,광주광역시,남부소방서,송하119안전센터,광주광역시 남구 송암로58번길 13(송하동),062-606-4370,062-606-4399
294,광주광역시,남부소방서,월산119안전센터,광주광역시 남구 수박등로 1(월산동),062-606-4410,062-606-4424
295,광주광역시,남부소방서,봉선119안전센터,광주광역시 남구 오방로 63(방림동),062-606-4425,062-606-4439
296,광주광역시,남부소방서,대촌119안전센터,광주광역시 남구 회재로 251(지석동),062-606-4440,062-606-4454
297,광주광역시,북부소방서,문흥119안전센터,광주광역시 북구 서하로 290(오치동),062-606-4460,062-606-4489
298,광주광역시,북부소방서,임동119안전센터,광주광역시 북구 서림로 5(임동),062-606-4500,062-606-4514
299,광주광역시,북부소방서,우산119안전센터,광주광역시 북구 동문대로 127(우산동),062-606-4515,062-606-4529
300,광주광역시,북부소방서,일곡119안전센터,광주광역시 북구 설죽로 529(일곡동),062-606-4530,062-606-4544
301,광주광역시,북부소방서,두암119안전센터,광주광역시 북구 삼정로 5(두암동),062-606-4545,062-606-4559
302,광주광역시,북부소방서,동림119안전센터,광주광역시 북구 북문대로 202(동림동),062-606-4560,062-606-4574
303,광주광역시,북부소방서,건국119안전센터,광주광역시 북구 용두마을길 10,062-606-4575,062-606-4589
304,광주광역시,광산소방서,하남119안전센터,광주광역시 광산구 하남산단1번로 13(하남동),062-606-4600,062-606-4629
305,광주광역시,광산소방서,송정119안전센터,광주광역시 광산구 상무대로 93-1(도산동),062-606-4640,062-606-4654
306,광주광역시,광산소방서,월곡119안전센터,광주광역시 광산구 우산로 85번길 12-5(우산동),062-606-4655,062-606-4669
307,광주광역시,광산소방서,비아119안전센터,광주광역시 광산구 비아로12번길 10(비아동),062-606-4670,062-606-4684
308,광주광역시,광산소방서,신가119안전센터,광주광역시 광산구 수등로 236(신가동),062-606-4685,062-606-4699
309,광주광역시,광산소방서,첨단119안전센터,광주광역시 광산구 임방울대로825번길 16(쌍암동),062-606-4700,062-606-4714
310,광주광역시,광산소방서,평동119안전센터,광주광역시 광산구 월전로 59(월전동),062-606-4715,062-606-4729
311,광주광역시,광산소방서,빛그린119안전센터,광주광역시 광산구 삼도로 65(삼거동),062-606-4730,062-606-4744
312,대전광역시,동부소방서,가양119안전센터,대전광역시 동구 계족로 300,042-270-1221,042-270-1229
313,대전광역시,동부소방서,삼성119안전센터,대전광역시 동구 태전로 134,042-270-1231,042-270-1239
314,대전광역시,동부소방서,원동119안전센터,대전광역시 동구 대전천동로 508,042-270-1241,042-270-1249
315,대전광역시,동부소방서,부사119안전센터,대전광역시 중구 대종로 373,042-270-1251,042-270-1259
316,대전광역시,동부소방서,산내119안전센터,대전광역시 동구 산내로 1328,042-270-1261,042-270-1269
317,대전광역시,동부소방서,용운119안전센터,대전광역시 동구 용운로 151번길 88,042-270-1271,042-270-1279
318,대전광역시,둔산소방서,갈마119안전센터,대전광역시 서구 갈마중로 15,042-270-1804,042-270-1959
319,대전광역시,둔산소방서,태평119안전센터,대전광역시 중구 동서대로 1235,042-270-1811,042-270-1819
320,대전광역시,둔산소방서,탄방119안전센터,대전광역시 서구 문정로 142,042-270-1821,042-270-1829
321,대전광역시,둔산소방서,월평119안전센터,대전광역시 서구 청사로 27,042-270-1831,042-270-1839
322,대전광역시,둔산소방서,샘머리119안전센터,대전광역시 서구 둔산로 101번길 26,042-270-1841,042-270-1849
323,대전광역시,대덕소방서,법동119안전센터,대전광역시 대덕구 계족로 682,042-270-1851,042-270-1859
324,대전광역시,대덕소방서,대화119안전센터,대전광역시 대덕구 대화로 81,042-270-1861,042-270-1869
325,대전광역시,대덕소방서,덕암119안전센터,대전광역시 대덕구 신탄진로 661,042-270-1871,042-270-1879
326,대전광역시,대덕소방서,문평119안전센터,대전광역시 대덕구 문평동로 18번길 34,042-270-1881,042-270-1889
327,대전광역시,대덕소방서,송촌119안전센터,대전광역시 대덕구 동춘당로 65,042-270-1891,042-270-1899
328,대전광역시,유성소방서,도룡119안전센터,대전광역시 유성구 대덕대로 516,042-270-1903,042-270-1909
329,대전광역시,유성소방서,전민119안전센터,대전광역시 유성구 엑스포로 486-11,042-270-1912,042-270-1919
330,대전광역시,유성소방서,구암119안전센터,대전광역시 유성구 월드컵대로 263,042-270-1922,042-270-1929
331,대전광역시,유성소방서,궁동119안전센터,대전광역시 유성구 궁동로 35,042-270-1931,042-270-1939
332,대전광역시,유성소방서,노은119안전센터,대전광역시 유성구 노은로 101,042-270-1942,042-270-1949
333,대전광역시,서부소방서,복수119안전센터,대전광역시 서구 복수서로 67,042-270-1952,042-270-1952
334,대전광역시,서부소방서,문화119안전센터,대전광역시 중구 계룡로 918번길 67,042-270-1961,042-270-1969
335,대전광역시,서부소방서,산성119안전센터,대전광역시 중구 산성로 59,042-270-1971,042-270-1979
336,대전광역시,서부소방서,가수원119안전센터,대전광역시 서구 용소로 46,042-270-1981,042-270-1989
337,대전광역시,서부소방서,원내119안전센터,대전광역시 유성구 계백로 801번길 17,042-270-1991,042-270-1999
338,대전광역시,서부소방서,기성119안전센터,대전광역시 서구 금평2길 57,042-270-1281,042-270-1228
339,울산광역시,중부소방서,유곡119안전센터,울산광역시 중구 종가로 205,052-241-2401,052-241-2419
340,울산광역시,중부소방서,성남119안전센터,울산광역시 중구 젊음의거리 6,052-241-2421,052-241-2421
341,울산광역시,중부소방서,병영119안전센터,울산광역시 중구 구교로 226,052-241-2440,052-241-2459
342,울산광역시,중부소방서,태화119안전센터,울산광역시 중구 태화로 111,052-241-2531,052-241-2549
343,울산광역시,남부소방서,삼산119안전센터,울산광역시 남구 삼산중로 149,052-241-2580,052-241-2599
344,울산광역시,남부소방서,여천119안전센터,울산광역시 남구 여천로 81-33,052-241-2610,052-241-2629
345,울산광역시,남부소방서,신정119안전센터,울산광역시 남구 신정로 87번길 2,052-241-2630,052-241-2641
346,울산광역시,남부소방서,옥동119안전센터,울산광역시 남구 대공원입구로21번길 20,052-241-2690,052-241-2709
347,울산광역시,남부소방서,무거119안전센터,울산광역시 남구 문수로 89,052-241-2650,052-241-2669
348,울산광역시,남부소방서,장생포119안전센터,울산광역시 남구 매암로 18,052-241-2560,052-241-2569
349,울산광역시,남부소방서,공단119안전센터,울산광역시 남구 부곡로 287,052-241-2670,052-241-2687
350,울산광역시,동부소방서,화암119안전센터,울산광역시 동구 꽃바위2가길 9,052-241-2720,052-241-2739
351,울산광역시,동부소방서,화정119안전센터,울산광역시 동구 방어진순환도로 601,052-241-2740,052-241-2759
352,울산광역시,동부소방서,전하119안전센터,울산광역시 동구 진성4가길 8,052-241-2760,052-241-2819
353,울산광역시,북부소방서,송정119안전센터,울산광역시 북구 화동로 178,052-229-8200,052-229-8219
354,울산광역시,북부소방서,농소119안전센터,울산광역시 북구 아진로 72,052-229-8240,052-229-8888
355,울산광역시,북부소방서,매곡119안전센터,울산광역시 북구 오토밸리로 1024,052-229-8260,052-229-8279
356,울산광역시,북부소방서,염포119안전센터,울산광역시 북구 염포로 769,052-229-8220,052-229-8239
357,울산광역시,북부소방서,강동119안전센터,울산광역시 북구 산하중앙2로 231 ,052-229-8280,052-229-8289
358,울산광역시,온산소방서,온산119안전센터,울산광역시 울주군 온산읍 덕신로 232,052-241-2860,052-241-2879
359,울산광역시,온산소방서,온양119안전센터,울산광역시 울주군 온양읍 온양로 74,052-241-2890,052-241-2909
360,울산광역시,온산소방서,웅촌119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,052-241-2910,052-241-2929
361,울산광역시,온산소방서,화산119안전센터,울산광역시 울주군 온산읍 공단로 417,052-241-2840,052-241-2859
362,울산광역시,울주소방서,언양119안전센터,울산광역시 울주군 삼남읍 도호길 72-37,052-241-2461,052-241-2479
363,울산광역시,울주소방서,범서119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,052-241-2501,052-241-2929
364,울산광역시,울주소방서,두서119안전센터,울산광역시 울주군 두서면 인보로 85,052-241-2556,052-241-2471
365,세종특별자치시,조치원소방서,조치원119안전센터,세종특별자치시 조치원읍 세종로 2439,044-300-8523,044-863-6119
366,세종특별자치시,조치원소방서,전의119안전센터,세종특별자치시 전의면 서정길 46-6,044-300-8533,044-862-7119
367,세종특별자치시,조치원소방서,부강119안전센터,세종특별자치시 부강면 청연로 7,044-300-8543,044-277-7078
368,세종특별자치시,조치원소방서,연서119안전센터,세종특별자치시 연서면 도신고복로 306,044-300-8553,044-862-8119
369,세종특별자치시,세종소방서,어진119안전센터,세종특별자치시 절재로 301(어진동),044-300-8623,044-864-9119
370,세종특별자치시,세종소방서,아름119안전센터,세종특별자치시 보듬3로 119(아름동),044-300-8633,044-269-5645
371,세종특별자치시,세종소방서,한솔119안전센터,세종특별자치시 노을3로 29(한솔동),044-300-8643,044-862-2419
372,세종특별자치시,세종소방서,보람119안전센터,세종특별자치시 남세종로 436(보람동),044-300-8653,044-864-3119
373,세종특별자치시,세종소방서,장군119안전센터,세종특별자치시 장군면 장척로 387-4,044-300-8663,044-868-5114
374,경기도,수원소방서,정자119안전센터,경기도 수원시 정자천로189번길 12,031-8012-9500,031-280-8520
375,경기도,수원소방서,원천119안전센터,경기도 수원시 영통구 중부대로 349,031-8012-9530,031-280-8523
376,경기도,수원소방서,파장119안전센터,경기도 수원시 장안구 서부로 2308,031-8012-9570,031-280-8526
377,경기도,수원소방서,이의119안전센터,경기도 수원시 영통구 도청로 10,031-8012-9580,031-280-8527
378,경기도,수원소방서,영통119안전센터,경기도 수원시 영통구 매영로 325,031-8012-9140,031-280-8520
379,경기도,수원남부소방서,남부119안전센터,경기도 수원시 권선구 동수원로 286,031-639-8500,031-280-8521
380,경기도,수원남부소방서,매산119안전센터,경기도 수원시 팔달구 매산로 89,031-639-8520,031-280-8522
381,경기도,수원남부소방서,지만119안전센터,경기도 수원시 팔달구 경수대로 660,031-639-8530,031-280-8524
382,경기도,수원남부소방서,서둔119안전센터,경기도 수원시 권선구 서호동로 48,031-639-8540,031-280-8525
383,경기도,수원남부소방서,고색119안전센터,경기도 수원시 권선구 서부로 1614,031-639-8550,031-280-8528
384,경기도,수원남부소방서,호매실119안전센터,경기도 수원시 권선구 금곡로 194,031-639-8560,031-280-8529
385,경기도,성남소방서,하대원119안전센터,경기도 성남시 중원구 마지로 64,031-720-0500,031-280-8536
386,경기도,성남소방서,신흥119안전센터,경기도 성남시 수정구 시민로 151,031-720-0510,031-280-8537
387,경기도,성남소방서,상대원119안전센터,경기도 성남시 중원구 둔촌대로 469,031-720-0530,031-280-8538
388,경기도,성남소방서,단대119안전센터,경기도 성남시 수정구 논골로 11번길 7-2,031-720-0520,031-280-8539
389,경기도,성남소방서,위례119안전센터,경기도 성남시 수정구 헌릉로 1003,031-720-0540,031-280-8540
390,경기도,성남소방서,태평119안전센터,경기도 성남시 수정구 성남대로 1312,031-720-0550,031-280-8541
391,경기도,성남소방서,고등119안전센터,경기도 성남시 수정구 대왕판교로 931,031-720-0560,031-280-8541
392,경기도,분당소방서,서현119안전센터,경기도 성남시 분당구 양현로 14,031-8018-3500,031-8018-3501
393,경기도,분당소방서,판교119안전센터,경기도 성남시 분당구 대왕판교로644번길 62,031-8018-3510,031-8018-3511
394,경기도,분당소방서,서판교119안전센터,경기도 성남시 분당구 운중로 88,031-8018-3560,031-8018-3561
395,경기도,분당소방서,수내119안전센터,경기도 성남시 분당구 백현로 241,031-8018-3520,031-8018-3521
396,경기도,분당소방서,야탑119안전센터,경기도 성남시 분당구 양현로 485,031-8018-3530,031-8018-3531
397,경기도,분당소방서,구미119안전센터,경기도 성남시 분당구 돌마로 138,031-8018-3550,031-8018-3551
398,경기도,부천소방서,중앙119안전센터,경기도 부천시 신흥로 115 ,032-650-4500,032-280-8580
399,경기도,부천소방서,오정119안전센터,경기도 부천시 신흥로 499 ,032-650-4510,032-280-8581
400,경기도,부천소방서,중동119안전센터,경기도 부천시 부일로 346 ,032-650-4520,032-280-8582
401,경기도,부천소방서,괴안119안전센터,경기도 부천시 부광로8번길 49,032-650-4530,032-280-8583
402,경기도,부천소방서,원종119안전센터,경기도 부천시 원종로79번길 41 ,032-650-4540,032-280-8584
403,경기도,부천소방서,상동119안전센터,경기도 부천시 장말로 113 ,032-650-4550,032-280-8585
404,경기도,부천소방서,서부119안전센터,경기도 부천시 계남로 169 ,032-650-4560,032-280-8586
405,경기도,부천소방서,범박119안전센터,경기도 부천시 범안로 127,032-650-4570,032-280-8587
406,경기도,부천소방서,신상119안전센터,경기도 부천시 상동로117번길 36 ,032-650-4580,032-280-8588
407,경기도,부천소방서,여월119안전센터,경기도 부천시 여월로 62 ,032-650-4590,032-280-8589
408,경기도,안양소방서,부림119안전센터,경기도 안양시 동안구 관평로212번길 32,031-470-0500,031-280-8595
409,경기도,안양소방서,안양119안전센터,경기도 안양시 만안구 현충로 55,031-470-0510,031-280-8596
410,경기도,안양소방서,관양119안전센터,경기도 안양시 동안구 동편로13번길 6,031-470-0530,031-280-8597
411,경기도,안양소방서,석수119안전센터,경기도 안양시 만안구 석수로 28,031-470-0540,031-280-8598
412,경기도,안양소방서,귀인119안전센터,경기도 안양시 동안구 평촌대로 104,031-470-0550,031-280-8599
413,경기도,안양소방서,박달119안전센터,경기도 안양시 만안구 오리로 38,031-470-0560,031-280-8600
414,경기도,안산소방서,고잔119안전센터,경기도 안산시 단원구 화랑로 407,031-470-7500,031-280-8606
415,경기도,안산소방서,원시119안전센터,경기도 안산시 단원구 동산로 31,031-470-7510,031-280-8607
416,경기도,안산소방서,선부119안전센터,겅기도 안산시 단원구 선부광장서로 43,031-470-7520,031-280-8608
417,경기도,안산소방서,성곡119안전센터,경기도 안산시 단원구 장자골로 66,031-470-7540,031-280-8609
418,경기도,안산소방서,월피119안전센터,경기도 안산시 상록구 충장로 645,031-470-7550,031-280-8610
419,경기도,안산소방서,군자119안전센터,경기도 안산시 단원구 번영1로 45,031-470-7560,031-280-8611
420,경기도,안산소방서,사동119안전센터,경기도 안산시 상록구 항가울로 230,031-470-7570,031-280-8612
421,경기도,안산소방서,대부119안전센터,경기도 안산시 단원구 영전로 375,031-470-7580,031-280-8613
422,경기도,안산소방서,반월119안전센터,경기도 안산시 상록구 건지미길 48,031-470-7590,031-280-8614
423,경기도,안산소방서,신길119안전센터,경기도 안산시 단원구 삼일로 50,031-470-7480,031-280-8615
424,경기도,용인소방서,역북119안전센터,경기도 용인시 처인구 명지로 45,031-8021-0500,031-280-8622
425,경기도,용인소방서,구갈119안전센터,경기도 용인시 기흥구 신구로 74,031-8021-0510,031-280-8623
426,경기도,용인소방서,수지119안전센터,경기도 용인시 수지구 풍덕천로 177,031-8021-0520,031-280-8624
427,경기도,용인소방서,양지119안전센터,경기도 용인시 처인구 양지면 남평로 46,031-8021-0530,031-280-8625
428,경기도,용인소방서,남사119안전센터,경기도 용인시 처인구 남사면 봉무로 13,031-8021-0540,031-280-8626
429,경기도,용인소방서,포곡119안전센터,경기도 용인시 처인구 포곡읍 포곡로 252,031-8021-0550,031-280-8627
430,경기도,용인소방서,이동119안전센터,경기도 용인시 처인구 이동면 백옥대로 416-2,031-8021-0560,031-280-8628
431,경기도,용인소방서,보정119안전센터,경기도 용인시 기흥구 보정로114번길 2,031-8021-0570,031-280-8629
432,경기도,용인소방서,백암119안전센터,경기도 용인시 처인구 백암면 백암로 247,031-8021-0580,031-280-8630
433,경기도,용인소방서,동백119안전센터,경기도 용인시 기흥구 동백6로 33,031-8021-0590,031-280-8631
434,경기도,용인소방서,모현119안전센터,경기도 용인시 처인구 모현면 독점로 31-12,031-8021-0140,031-280-8632
435,경기도,용인소방서,기흥119안전센터,경기도 용인시 기흥구 한보라1로 128,031-8021-0150,031-280-8875
436,경기도,용인소방서,성복119안전센터,경기도 용인시 수지구 성복동 547-1,031-8021-0180,031-280-8618
437,경기도,평택소방서,비전119안전센터,경기도 평택시 중앙로 273,031-8053-6500,031-280-8662
438,경기도,평택소방서,안중119안전센터,경기도 평택시 안중읍 안현로서7길 28,031-8053-6530,031-280-8663
439,경기도,평택소방서,팽성119안전센터,경기도 평택시 팽성읍 팽성송화로 172,031-8053-6510,031-280-8664
440,경기도,평택소방서,포승119안전센터,경기도 평택시 포승읍 평택항로 156번길 11,031-8053-6540,031-280-8665
441,경기도,평택소방서,세교119안전센터,경기도 평택시 세교동 603,031-8053-6550,031-280-8668
442,경기도,송탄소방서,신장119안전센터,경기도 평택시 경기대로 1627,031-685-8500,031-685-8509
443,경기도,송탄소방서,진위119안전센터,경기도 평택시 진위면 봉남길 30,031-685-8510,031-685-8519
444,경기도,송탄소방서,모곡119안전센터,경기도 평택시 산단로64번길 2 ,031-685-8520,031-685-8529
445,경기도,송탄소방서,서탄119안전센터,경기도 평택시 서탄면 서탄로 241,031-685-8530,031-685-8539
446,경기도,송탄소방서,고덕119안전센터,경기도 평택시 고덕면 고덕로 335,031-695-8540,031-685-8549
447,경기도,송탄소방서,청북119안전센터,경기도 평택시 청북면 현곡산단로 16,031-685-8550,031-685-8559
448,경기도,광명소방서,소하119안전센터,경기도 광명시 금하로 472,02-2610-3500,031-280-8682
449,경기도,광명소방서,광명119안전센터,경기도 광명시 목감로 306,02-2610-3510,031-280-8683
450,경기도,광명소방서,하안119안전센터,경기도 광명시 범안로 1025,02-2610-3520,031-280-8684
451,경기도,광명소방서,광남119안전센터,경기도 광명시 목감로 34,02-2610-3530,031-280-8685
452,경기도,시흥소방서,시흥119안전센터,경기도 시흥시 정왕신길로 206,031-310-0500,031-280-8691
453,경기도,시흥소방서,은행119안전센터,경기도 시흥시 대은로 4,031-310-0510,031-280-8692
454,경기도,시흥소방서,정왕119안전센터,경기도 공단1대로259번길 1,031-310-0520,031-280-8693
455,경기도,시흥소방서,연성119안전센터,경기도 시흥시 새재로 29,031-310-0530,031-280-8694
456,경기도,시흥소방서,목감119안전센터,경기도 시흥시 목감우회로 15,031-310-0540,031-280-8881
457,경기도,군포소방서,오금119안전센터,경기도 군포시 고산로 429,031-479-8500,031-280-8700
458,경기도,군포소방서,산본119안전센터,경기도 군포시 산본로432번길 1,031-479-8510,031-280-8701
459,경기도,군포소방서,송정119안전센터,경기도 군포시 도마교동 487,031-479-8520,031-280-8701
460,경기도,화성소방서,향남119안전센터,경기도 화성시 향남읍 향남로 399 ,031-8012-6500,031-280-8848
461,경기도,화성소방서,팔탄119안전센터,경기도 화성시 팔탄면 구장길 2,031-8012-6340,031-280-8845
462,경기도,화성소방서,정남119안전센터,경기도 화성시 정남면 정남동로 514,031-8012-6520,031-280-8849
463,경기도,화성소방서,반송119안전센터,경기도 화성시 동탄반석로 188,031-8012-6530,031-280-8850
464,경기도,화성소방서,목동119안전센터,경기도 화성시 동탄신리천로 359,031-8012-6460,031-280-8855
465,경기도,화성소방서,태안119안전센터,경기도 화성시 병점중앙로 148,031-8012-6580,031-280-8851
466,경기도,화성소방서,남양119안전센터,경기도 화성시 남양읍 남양시장로 48,031-8012-6550,031-280-8852
467,경기도,화성소방서,봉담119안전센터,경기도 화성시 봉담읍 동화새터길 135,031-8012-6560,031-280-8853
468,경기도,화성소방서,장안119안전센터,경기도 화성시 장안면 3.1만세로 119,031-8012-6570,031-280-8854
469,경기도,이천소방서,관고119안전센터,경기도 이천시 경충대로 2739,031-645-5500,031-280-8721
470,경기도,이천소방서,대월119안전센터,경기도 이천시 경충대로 1973,031-645-5510,031-645-5519
471,경기도,이천소방서,장호원119안전센터,경기도 이천시 서동대로8829번길 71,031-645-5520,031-645-5520
472,경기도,이천소방서,마장119안전센터,경기도 이천시 마장면 중앙로 87,031-645-5530,031-645-5530
473,경기도,김포소방서,중앙119안전센터,경기도 김포시 감암로 111,031-980-4500,031-280-8737
474,경기도,김포소방서,양촌119안전센터,경기도 김포시 양곡1로 85,031-980-4510,031-280-8738
475,경기도,김포소방서,마산119안전센터,경기도 김포시 김포한강8로 196,031-980-4570,031-280-8742
476,경기도,김포소방서,대곶119안전센터,경기도 김포시 대곶면 수남로 104,031-980-4560,031-280-8740
477,경기도,김포소방서,통진119안전센터,경기도 김포시 통진읍 김포대로 2250,031-980-4520,031-280-8739
478,경기도,김포소방서,고촌119안전센터,경기도 김포시 고촌읍 은행영사정로 31,031-980-4530,031-280-4530
479,경기도,김포소방서,하성119안전센터,경기도 김포시 하성면 하성로 404,031-980-4540,031-280-8743
480,경기도,광주소방서,초월119안전센터,경기도 광주시 초월읍 무들로 112,031-799-2500,031-280-8762
481,경기도,광주소방서,송정119안전센터,경기도 광주시 수하길 36,031-799-2510,031-280-8763
482,경기도,광주소방서,오포119안전센터,경기도 광주시 오포로 910-5,031-799-2520,031-280-8764
483,경기도,광주소방서,광남119안전센터,경기도 광주시 고불로 277,031-799-2570,031-280-8764
484,경기도,광주소방서,곤지암119안전센터,경기도 광주시 곤지암읍 광여로 160,031-799-2530,031-280-8765
485,경기도,광주소방서,능평119안전센터,경기도 광주시 오포읍 대명대길 30,031-799-2540,031-280-8766
486,경기도,안성소방서,도기119안전센터,경기도 안성시 미양로 855 ,031-678-4500,031-280-8772
487,경기도,안성소방서,미양119안전센터,경기도 안성시 미양면 제2공단3길 8 ,031-678-4510,031-280-8773
488,경기도,안성소방서,죽산119안전센터,경기도 안성시 죽산면 장원공단길 38 ,031-678-4520,031-280-8774
489,경기도,안성소방서,공도119안전센터,경기도 안성시 공도읍 공도로 111 ,031-678-4530,031-280-8775
490,경기도,안성소방서,원곡119안전센터,경기도 안성시 원곡면 원곡물류단지로 162-20 ,031-678-4540,031-280-8776
491,경기도,하남소방서,신장119안전센터,경기도 하남시 대청로 76,031-799-4500,031-280-8782
492,경기도,하남소방서,감일119안전센터,경기도 하남시 감일백제로 77,031-799-4510,031-280-8779
493,경기도,하남소방서,덕풍119안전센터,경기도 하남시 덕풍서로 60,031-799-4530,031-280-8784
494,경기도,하남소방서,미사119안전센터,경기도 하남시 미사강변대로 190,031-799-4540,031-280-8779
495,경기도,의왕소방서,고천119안전센터,경기도 의왕시 오봉로 9 ,031-596-0500,031-280-8861
